topic_title,date,location,value,disease
sintomas de dengue hemorrágica,2022-03,MT,1,Dengue
segundo o texto foram anos de pesquisa e o desenvolvimento da vacina contra a dengue,2022-03,MT,1,Dengue
covid sintomas,2022-03,MT,1,Dengue
remedio para dengue,2022-03,MT,1,Dengue
plaquetas baixas dengue,2022-03,MT,1,Dengue
dengue online,2022-03,MT,1,Dengue
prova do laço dengue,2022-03,MT,1,Dengue
como se reproduzem os vírus de rna,2022-03,MT,1,Dengue
dengue,2022-04,MT,100,Dengue
dengue sintomas,2022-04,MT,26,Dengue
sintomas da dengue,2022-04,MT,13,Dengue
sintomas de dengue,2022-04,MT,9,Dengue
mosquito da dengue,2022-04,MT,5,Dengue
dengue hemorrágica,2022-04,MT,4,Dengue
cid dengue,2022-04,MT,3,Dengue
remedio para dengue,2022-04,MT,2,Dengue
quais os sintomas da dengue,2022-04,MT,2,Dengue
dengue tratamento,2022-04,MT,2,Dengue
remédio para dengue,2022-04,MT,2,Dengue
dengue ns1,2022-04,MT,1,Dengue
dengue igg reagente,2022-04,MT,1,Dengue
plaquetas baixas dengue,2022-04,MT,1,Dengue
quantos dias dura a dengue,2022-04,MT,1,Dengue
notificação dengue,2022-04,MT,1,Dengue
sinan dengue,2022-04,MT,1,Dengue
quais os sintomas de dengue,2022-04,MT,1,Dengue
sintomas de dengue hemorrágica,2022-04,MT,1,Dengue
tratamento para dengue,2022-04,MT,1,Dengue
cid de dengue,2022-04,MT,1,Dengue
dengue on line,2022-04,MT,1,Dengue
segundo o texto foram anos de pesquisa e o desenvolvimento da vacina contra a dengue,2022-04,MT,1,Dengue
dengue,2022-05,MT,100,Dengue
sintomas dengue,2022-05,MT,28,Dengue
sintomas da dengue,2022-05,MT,14,Dengue
sintomas de dengue,2022-05,MT,10,Dengue
mosquito da dengue,2022-05,MT,5,Dengue
dengue hemorrágica,2022-05,MT,4,Dengue
exame de dengue,2022-05,MT,3,Dengue
cid dengue,2022-05,MT,2,Dengue
dengue tratamento,2022-05,MT,2,Dengue
quais os sintomas da dengue,2022-05,MT,2,Dengue
notificação dengue,2022-05,MT,2,Dengue
remédio para dengue,2022-05,MT,2,Dengue
remedio para dengue,2022-05,MT,2,Dengue
pode tomar dipirona com dengue,2022-05,MT,1,Dengue
sintoma de dengue,2022-05,MT,1,Dengue
dengue hemorrágica sintomas,2022-05,MT,1,Dengue
dengue online,2022-05,MT,1,Dengue
quais são os sintomas da dengue,2022-05,MT,1,Dengue
sintomas de dengue hemorrágica,2022-05,MT,1,Dengue
dengue on line,2022-05,MT,1,Dengue
dengue sintomas finais,2022-05,MT,0,Dengue
dengue é transmissivel,2022-05,MT,0,Dengue
dengue,2022-06,MT,100,Dengue
dengue sintomas,2022-06,MT,29,Dengue
sintomas da dengue,2022-06,MT,17,Dengue
sintomas de dengue,2022-06,MT,11,Dengue
mosquito da dengue,2022-06,MT,4,Dengue
sintomas da covid,2022-06,MT,3,Dengue
quais os sintomas da dengue,2022-06,MT,3,Dengue
dengue hemorrágica,2022-06,MT,2,Dengue
cid dengue,2022-06,MT,2,Dengue
remedio para dengue,2022-06,MT,2,Dengue
dengue tratamento,2022-06,MT,2,Dengue
pode tomar dipirona com dengue,2022-06,MT,1,Dengue
dengue online,2022-06,MT,1,Dengue
quais são os sintomas da dengue,2022-06,MT,1,Dengue
melão são caetano para dengue,2022-06,MT,1,Dengue
dengue,2022-07,MT,100,Dengue
sintomas dengue,2022-07,MT,37,Dengue
sintomas da dengue,2022-07,MT,20,Dengue
sintomas de dengue,2022-07,MT,14,Dengue
sintomas covid,2022-07,MT,8,Dengue
dengue hemorrágica,2022-07,MT,5,Dengue
quais os sintomas da dengue,2022-07,MT,5,Dengue
sintomas da covid,2022-07,MT,4,Dengue
sintomas de covid,2022-07,MT,3,Dengue
quais são os sintomas da dengue,2022-07,MT,2,Dengue
dengue,2022-08,MT,100,Dengue
dengue sintomas,2022-08,MT,29,Dengue
sintomas da dengue,2022-08,MT,15,Dengue
sintomas de dengue,2022-08,MT,12,Dengue
dengue,2022-09,MT,100,Dengue
sintomas dengue,2022-09,MT,25,Dengue
sintomas de dengue,2022-09,MT,14,Dengue
sintomas da dengue,2022-09,MT,12,Dengue
dengue,2022-10,MT,100,Dengue
dengue sintomas,2022-10,MT,29,Dengue
sintomas da dengue,2022-10,MT,12,Dengue
sintomas de dengue,2022-10,MT,9,Dengue
dengue online,2022-10,MT,2,Dengue
dengue,2022-11,MT,100,Dengue
sintomas dengue,2022-11,MT,28,Dengue
sintomas de dengue,2022-11,MT,12,Dengue
sintomas da dengue,2022-11,MT,12,Dengue
mosquito da dengue,2022-11,MT,9,Dengue
dengue hemorrágica,2022-11,MT,4,Dengue
sintomas de dengue hemorrágica,2022-11,MT,2,Dengue
dengue,2022-12,MT,100,Dengue
sintomas dengue,2022-12,MT,33,Dengue
sintomas da dengue,2022-12,MT,17,Dengue
sintomas de dengue,2022-12,MT,12,Dengue
sintomas covid,2022-12,MT,7,Dengue
dengue hemorrágica,2022-12,MT,3,Dengue
quais os sintomas da dengue,2022-12,MT,2,Dengue
dengue,2023-01,MT,100,Dengue
dengue sintomas,2023-01,MT,31,Dengue
sintomas da dengue,2023-01,MT,13,Dengue
sintomas de dengue,2023-01,MT,11,Dengue
dengue hemorrágica,2023-01,MT,4,Dengue
dengue tratamento,2023-01,MT,2,Dengue
notificação dengue,2023-01,MT,2,Dengue
sintomas de covid,2023-01,MT,1,Dengue
quais são os sintomas da dengue,2023-01,MT,1,Dengue
dengue,2023-02,MT,100,Dengue
sintomas dengue,2023-02,MT,28,Dengue
sintomas de dengue,2023-02,MT,12,Dengue
sintomas da dengue,2023-02,MT,12,Dengue
dengue hemorrágica,2023-02,MT,4,Dengue
dengue tratamento,2023-02,MT,3,Dengue
cid dengue,2023-02,MT,3,Dengue
remedio para dengue,2023-02,MT,3,Dengue
dengue hemorrágica sintomas,2023-02,MT,2,Dengue
quais os sintomas da dengue,2023-02,MT,2,Dengue
o que tomar para dengue,2023-02,MT,1,Dengue
dengue da diarreia,2023-02,MT,1,Dengue
sintomas de dengue leve,2023-02,MT,1,Dengue
dengue,2023-03,MT,100,Dengue
dengue sintomas,2023-03,MT,32,Dengue
sintomas de dengue,2023-03,MT,18,Dengue
sintomas da dengue,2023-03,MT,10,Dengue
mosquito da dengue,2023-03,MT,5,Dengue
dengue hemorrágica,2023-03,MT,4,Dengue
quais sintomas da dengue,2023-03,MT,3,Dengue
cid dengue,2023-03,MT,3,Dengue
remedio para dengue,2023-03,MT,2,Dengue
sintomas dengue hemorrágica,2023-03,MT,2,Dengue
quais os sintomas da dengue,2023-03,MT,2,Dengue
dengue tratamento,2023-03,MT,2,Dengue
remédio para dengue,2023-03,MT,2,Dengue
dengue dura quantos dias,2023-03,MT,2,Dengue
sintomas de dengue hemorrágica,2023-03,MT,1,Dengue
dengue ns1,2023-03,MT,1,Dengue
dengue igg reagente,2023-03,MT,1,Dengue
sintomas da dengue hemorrágica,2023-03,MT,1,Dengue
dengue é transmissivel,2023-03,MT,1,Dengue
sintoma de dengue,2023-03,MT,1,Dengue
vacina da dengue,2023-03,MT,1,Dengue
qual remedio para dengue,2023-03,MT,1,Dengue
dengue passa para outra pessoa,2023-03,MT,0,Dengue
quais são os sintomas da dengue,2023-03,MT,0,Dengue
remédio pra dengue,2023-03,MT,0,Dengue
dengue,2023-04,MT,100,Dengue
sintomas dengue,2023-04,MT,33,Dengue
sintomas de dengue,2023-04,MT,18,Dengue
sintomas da dengue,2023-04,MT,10,Dengue
dengue hemorrágica,2023-04,MT,6,Dengue
mosquito da dengue,2023-04,MT,4,Dengue
dengue hemorrágica sintomas,2023-04,MT,3,Dengue
dengue tratamento,2023-04,MT,3,Dengue
remedio para dengue,2023-04,MT,3,Dengue
dengue igg reagente,2023-04,MT,2,Dengue
remédio para dengue,2023-04,MT,2,Dengue
quais os sintomas da dengue,2023-04,MT,2,Dengue
cid dengue,2023-04,MT,2,Dengue
teste de dengue,2023-04,MT,1,Dengue
notificação dengue,2023-04,MT,1,Dengue
sintomas de covid,2023-04,MT,1,Dengue
sintomas de dengue hemorrágica,2023-04,MT,1,Dengue
sintomas da covid,2023-04,MT,1,Dengue
quais são os sintomas da dengue,2023-04,MT,1,Dengue
melão de são caetano para dengue,2023-04,MT,1,Dengue
dengue online,2023-04,MT,1,Dengue
sinan dengue,2023-04,MT,1,Dengue
dengue sintomas iniciais,2023-04,MT,1,Dengue
remédio caseiro para dengue,2023-04,MT,0,Dengue
dengue sintomas finais,2023-04,MT,0,Dengue
dengue,2023-05,MT,100,Dengue
sintomas dengue,2023-05,MT,30,Dengue
sintomas de dengue,2023-05,MT,15,Dengue
sintomas da dengue,2023-05,MT,10,Dengue
dengue hemorrágica,2023-05,MT,5,Dengue
mosquito da dengue,2023-05,MT,5,Dengue
quais sintomas da dengue,2023-05,MT,3,Dengue
quais os sintomas da dengue,2023-05,MT,2,Dengue
cid dengue,2023-05,MT,2,Dengue
chikungunya sintomas,2023-05,MT,1,Dengue
notificação dengue,2023-05,MT,1,Dengue
sintomas de dengue hemorrágica,2023-05,MT,1,Dengue
dengue tratamento,2023-05,MT,1,Dengue
quais são os sintomas da dengue,2023-05,MT,1,Dengue
sintomas de pneumonia,2023-05,MT,0,Dengue
dengue,2023-06,MT,100,Dengue
sintomas dengue,2023-06,MT,24,Dengue
sintomas de dengue,2023-06,MT,13,Dengue
sintomas da dengue,2023-06,MT,7,Dengue
mosquito da dengue,2023-06,MT,5,Dengue
cid dengue,2023-06,MT,3,Dengue
notificação dengue,2023-06,MT,2,Dengue
remedio para dengue,2023-06,MT,2,Dengue
quais os sintomas da dengue,2023-06,MT,2,Dengue
dengue,2023-07,MT,100,Dengue
dengue sintomas,2023-07,MT,19,Dengue
sintomas de dengue,2023-07,MT,12,Dengue
sintomas da dengue,2023-07,MT,6,Dengue
mosquito da dengue,2023-07,MT,4,Dengue
dengue,2023-08,MT,100,Dengue
sintomas dengue,2023-08,MT,26,Dengue
sintomas de dengue,2023-08,MT,12,Dengue
dengue hemorrágica,2023-08,MT,5,Dengue
dengue,2023-09,MT,100,Dengue
sintomas dengue,2023-09,MT,25,Dengue
sintomas de dengue,2023-09,MT,15,Dengue
sintomas da dengue,2023-09,MT,7,Dengue
mosquito da dengue,2023-09,MT,5,Dengue
dengue hemorrágica,2023-09,MT,5,Dengue
dengue,2023-10,MT,100,Dengue
dengue sintomas,2023-10,MT,28,Dengue
sintomas de dengue,2023-10,MT,14,Dengue
mosquito da dengue,2023-10,MT,8,Dengue
sintomas da dengue,2023-10,MT,6,Dengue
dengue,2023-11,MT,100,Dengue
sintomas dengue,2023-11,MT,27,Dengue
sintomas de dengue,2023-11,MT,13,Dengue
sintomas da dengue,2023-11,MT,9,Dengue
mosquito da dengue,2023-11,MT,7,Dengue
dengue,2023-12,MT,100,Dengue
dengue sintomas,2023-12,MT,27,Dengue
sintomas de dengue,2023-12,MT,14,Dengue
mosquito da dengue,2023-12,MT,8,Dengue
sintomas da dengue,2023-12,MT,6,Dengue
dengue hemorrágica,2023-12,MT,1,Dengue
dengue,2024-01,MT,100,Dengue
dengue sintomas,2024-01,MT,25,Dengue
sintomas de dengue,2024-01,MT,13,Dengue
sintomas da dengue,2024-01,MT,6,Dengue
vacina dengue,2024-01,MT,6,Dengue
mosquito da dengue,2024-01,MT,5,Dengue
remedio para dengue,2024-01,MT,2,Dengue
dengue hemorrágica,2024-01,MT,2,Dengue
quais os sintomas da dengue,2024-01,MT,1,Dengue
dengue online,2024-01,MT,1,Dengue
dengue,2024-02,MT,100,Dengue
dengue sintomas,2024-02,MT,27,Dengue
sintomas de dengue,2024-02,MT,14,Dengue
sintomas da dengue,2024-02,MT,8,Dengue
mosquito da dengue,2024-02,MT,6,Dengue
vacina dengue,2024-02,MT,5,Dengue
chikungunya,2024-02,MT,3,Dengue
sintomas covid,2024-02,MT,3,Dengue
vacina da dengue,2024-02,MT,3,Dengue
dengue hemorrágica,2024-02,MT,3,Dengue
remedio para dengue,2024-02,MT,2,Dengue
cid dengue,2024-02,MT,2,Dengue
paracetamol,2024-02,MT,2,Dengue
dengue igg reagente,2024-02,MT,2,Dengue
sintomas de covid,2024-02,MT,2,Dengue
quais os sintomas da dengue,2024-02,MT,1,Dengue
sintomas dengue 2024,2024-02,MT,1,Dengue
sintomas covid 2024,2024-02,MT,1,Dengue
dengue da diarreia,2024-02,MT,1,Dengue
dengue hemorrágica sintomas,2024-02,MT,1,Dengue
sintomas de dengue 2024,2024-02,MT,1,Dengue
sintomas de chikungunya,2024-02,MT,1,Dengue
tratamento para dengue,2024-02,MT,1,Dengue
dengue na gravidez,2024-02,MT,1,Dengue
teste rapido dengue,2024-02,MT,1,Dengue
dengue,2024-03,MT,100,Dengue
sintomas dengue,2024-03,MT,24,Dengue
sintomas de dengue,2024-03,MT,13,Dengue
sintomas da dengue,2024-03,MT,8,Dengue
mosquito da dengue,2024-03,MT,7,Dengue
vacina dengue,2024-03,MT,3,Dengue
chikungunya,2024-03,MT,3,Dengue
dipirona dengue,2024-03,MT,3,Dengue
dengue hemorrágica,2024-03,MT,3,Dengue
remedio para dengue,2024-03,MT,2,Dengue
sintomas covid,2024-03,MT,2,Dengue
quais os sintomas da dengue,2024-03,MT,2,Dengue
vacina da dengue,2024-03,MT,2,Dengue
cid dengue,2024-03,MT,1,Dengue
pode tomar dipirona com dengue,2024-03,MT,1,Dengue
teste de dengue,2024-03,MT,1,Dengue
notificação dengue,2024-03,MT,1,Dengue
quais são os sintomas da dengue,2024-03,MT,1,Dengue
sintomas de chikungunya,2024-03,MT,1,Dengue
dengue igg reagente,2024-03,MT,1,Dengue
dengue da diarreia,2024-03,MT,1,Dengue
primeiros sintomas da dengue,2024-03,MT,1,Dengue
sintomas de dengue hemorrágica,2024-03,MT,1,Dengue
dengue online,2024-03,MT,0,Dengue
dengue,2024-04,MT,100,Dengue
sintomas dengue,2024-04,MT,24,Dengue
