topic_title,date,location,value,disease
remédio para gripe,2021-01,AM,29,Influenza/gripe
sintomas de gripe,2021-01,AM,29,Influenza/gripe
influenza,2021-01,AM,17,Influenza/gripe
sintomas de covid,2021-01,AM,12,Influenza/gripe
remédio caseiro para gripe,2021-01,AM,10,Influenza/gripe
gripe espanhola mortes,2021-01,AM,10,Influenza/gripe
quanto tempo durou a gripe espanhola,2021-01,AM,5,Influenza/gripe
gripe espanhola,2021-02,AM,100,Influenza/gripe
gripe espanhola mortes,2021-02,AM,15,Influenza/gripe
gripe,2021-03,AM,100,Influenza/gripe
gripe espanhola,2021-03,AM,21,Influenza/gripe
peste negra,2021-03,AM,3,Influenza/gripe
gripe,2021-04,AM,100,Influenza/gripe
influenza,2021-04,AM,17,Influenza/gripe
vacina da gripe,2021-04,AM,12,Influenza/gripe
gripe espanhola,2021-04,AM,9,Influenza/gripe
"uma pessoa, ao fazer uma pesquisa com alguns alunos de um curso, coletou as idades dos entrevistados e organizou esses dados em um gráfico.",2021-04,AM,3,Influenza/gripe
"uma enquete, realizada em março de 2010, perguntava aos internautas se eles acreditavam que as atividades humanas provocam o aquecimento global. eram três alternativas possíveis e 279 internautas responderam à enquete, como mostra o gráfico.",2021-04,AM,1,Influenza/gripe
gripe,2021-05,AM,100,Influenza/gripe
vacina da gripe,2021-05,AM,18,Influenza/gripe
gripe espanhola,2021-05,AM,7,Influenza/gripe
vacina da gripe manaus,2021-05,AM,6,Influenza/gripe
vacina influenza 2021 manaus,2021-05,AM,5,Influenza/gripe
gripe,2021-06,AM,100,Influenza/gripe
influenza,2021-06,AM,17,Influenza/gripe
vacina influenza,2021-06,AM,7,Influenza/gripe
gripe aviaria,2021-06,AM,5,Influenza/gripe
gripe,2021-07,AM,100,Influenza/gripe
influenza,2021-07,AM,38,Influenza/gripe
vacina gripe manaus,2021-07,AM,14,Influenza/gripe
vacina influenza manaus,2021-07,AM,11,Influenza/gripe
vacina da gripe manaus,2021-07,AM,8,Influenza/gripe
vacinação influenza manaus,2021-07,AM,6,Influenza/gripe
gripe espanhola,2021-07,AM,4,Influenza/gripe
vacina influenza 2021 manaus,2021-07,AM,3,Influenza/gripe
gripe,2021-08,AM,100,Influenza/gripe
influenza,2021-08,AM,10,Influenza/gripe
gripe sintomas,2021-08,AM,9,Influenza/gripe
gripe espanhola,2021-08,AM,3,Influenza/gripe
gripe,2021-09,AM,100,Influenza/gripe
gripe espanhola,2021-10,AM,100,Influenza/gripe
remédio para gripe infantil,2021-10,AM,91,Influenza/gripe
gripe,2021-11,AM,100,Influenza/gripe
gripe espanhola,2021-11,AM,4,Influenza/gripe
gripe,2021-12,AM,100,Influenza/gripe
influenza,2021-12,AM,19,Influenza/gripe
gripe manaus,2021-12,AM,13,Influenza/gripe
sintomas gripe,2021-12,AM,10,Influenza/gripe
remédio para gripe,2021-12,AM,7,Influenza/gripe
remedio para gripe,2021-12,AM,7,Influenza/gripe
gripe em manaus,2021-12,AM,7,Influenza/gripe
influenza sintomas,2021-12,AM,6,Influenza/gripe
sintomas da gripe,2021-12,AM,5,Influenza/gripe
cha para gripe,2021-12,AM,5,Influenza/gripe
influenza a,2021-12,AM,5,Influenza/gripe
gripe h3n2,2021-12,AM,5,Influenza/gripe
vacina da gripe,2021-12,AM,4,Influenza/gripe
sintomas de gripe,2021-12,AM,4,Influenza/gripe
surto de gripe,2021-12,AM,4,Influenza/gripe
vacina gripe manaus,2021-12,AM,4,Influenza/gripe
vacina influenza,2021-12,AM,3,Influenza/gripe
influenza h3n2,2021-12,AM,3,Influenza/gripe
surto de gripe manaus,2021-12,AM,3,Influenza/gripe
gripe h3n2 sintomas,2021-12,AM,3,Influenza/gripe
ibuprofeno,2021-12,AM,2,Influenza/gripe
sintomas da gripe h3n2,2021-12,AM,2,Influenza/gripe
surto de gripe em manaus,2021-12,AM,1,Influenza/gripe
remédio para gripe infantil,2021-12,AM,1,Influenza/gripe
sintomas da nova gripe,2021-12,AM,1,Influenza/gripe
gripe,2022-01,AM,100,Influenza/gripe
influenza,2022-01,AM,26,Influenza/gripe
gripe h3n2,2022-01,AM,8,Influenza/gripe
sintomas covid,2022-01,AM,8,Influenza/gripe
sintomas influenza,2022-01,AM,8,Influenza/gripe
nova gripe,2022-01,AM,7,Influenza/gripe
sintomas de gripe,2022-01,AM,6,Influenza/gripe
remedio para gripe,2022-01,AM,6,Influenza/gripe
h3n2 sintomas,2022-01,AM,6,Influenza/gripe
omicron,2022-01,AM,6,Influenza/gripe
gripe h3n2 sintomas,2022-01,AM,5,Influenza/gripe
sintomas omicron,2022-01,AM,5,Influenza/gripe
sintomas da nova gripe,2022-01,AM,3,Influenza/gripe
sintomas da h3n2,2022-01,AM,3,Influenza/gripe
sintomas da omicron,2022-01,AM,3,Influenza/gripe
cha para gripe,2022-01,AM,3,Influenza/gripe
gripe espanhola,2022-01,AM,3,Influenza/gripe
influenza h3n2,2022-01,AM,2,Influenza/gripe
sintomas da influenza,2022-01,AM,2,Influenza/gripe
diferença entre gripe e covid,2022-01,AM,2,Influenza/gripe
vacina influenza manaus,2022-01,AM,1,Influenza/gripe
sintomas do covid,2022-01,AM,1,Influenza/gripe
remedio caseiro para gripe,2022-01,AM,1,Influenza/gripe
tamiflu,2022-01,AM,1,Influenza/gripe
injeção para gripe,2022-01,AM,1,Influenza/gripe
gripe,2022-02,AM,100,Influenza/gripe
gripe espanhola,2022-02,AM,8,Influenza/gripe
gripe,2022-03,AM,100,Influenza/gripe
remédio para gripe,2022-03,AM,9,Influenza/gripe
gripe espanhola,2022-03,AM,9,Influenza/gripe
remedio para gripe,2022-03,AM,7,Influenza/gripe
remédio para gripe infantil,2022-03,AM,3,Influenza/gripe
remedio caseiro para gripe,2022-03,AM,1,Influenza/gripe
gripe,2022-04,AM,100,Influenza/gripe
influenza,2022-04,AM,19,Influenza/gripe
vacina manaus,2022-04,AM,11,Influenza/gripe
vacina gripe manaus,2022-04,AM,7,Influenza/gripe
remedio para gripe,2022-04,AM,6,Influenza/gripe
remédio para gripe,2022-04,AM,6,Influenza/gripe
gripe espanhola,2022-04,AM,4,Influenza/gripe
imuniza manaus,2022-04,AM,3,Influenza/gripe
semsa manaus,2022-04,AM,1,Influenza/gripe
ibuprofeno,2022-04,AM,1,Influenza/gripe
gripe,2022-05,AM,100,Influenza/gripe
influenza,2022-05,AM,26,Influenza/gripe
vacina influenza,2022-05,AM,12,Influenza/gripe
remédio para gripe,2022-05,AM,7,Influenza/gripe
vacina gripe manaus,2022-05,AM,5,Influenza/gripe
vacina da gripe 2022,2022-05,AM,2,Influenza/gripe
vacina influenza manaus,2022-05,AM,2,Influenza/gripe
gripe espanhola,2022-05,AM,2,Influenza/gripe
remedios para gripe,2022-05,AM,1,Influenza/gripe
gripe,2022-06,AM,100,Influenza/gripe
influenza,2022-06,AM,16,Influenza/gripe
remédio para gripe,2022-06,AM,13,Influenza/gripe
gripe sintomas,2022-06,AM,5,Influenza/gripe
cha para gripe,2022-06,AM,3,Influenza/gripe
gripe espanhola,2022-06,AM,3,Influenza/gripe
remédio caseiro para gripe,2022-06,AM,3,Influenza/gripe
vacinação influenza manaus,2022-06,AM,2,Influenza/gripe
fli flai flu significado,2022-06,AM,2,Influenza/gripe
remédio para gripe infantil,2022-06,AM,2,Influenza/gripe
gripe,2022-07,AM,100,Influenza/gripe
influenza,2022-07,AM,13,Influenza/gripe
remédio para gripe,2022-07,AM,9,Influenza/gripe
vacina da gripe,2022-07,AM,8,Influenza/gripe
gripe sintomas,2022-07,AM,8,Influenza/gripe
remedio para gripe,2022-07,AM,7,Influenza/gripe
sintomas de gripe,2022-07,AM,4,Influenza/gripe
cid gripe,2022-07,AM,4,Influenza/gripe
cha para gripe,2022-07,AM,3,Influenza/gripe
remedio pra gripe,2022-07,AM,3,Influenza/gripe
gripe espanhola,2022-07,AM,2,Influenza/gripe
gripe,2022-08,AM,100,Influenza/gripe
remedio para gripe,2022-08,AM,10,Influenza/gripe
gripe sintomas,2022-08,AM,8,Influenza/gripe
gripe espanhola,2022-08,AM,3,Influenza/gripe
remedio para gripe infantil,2022-08,AM,2,Influenza/gripe
remedio pra gripe,2022-08,AM,1,Influenza/gripe
gripe,2022-09,AM,100,Influenza/gripe
remédio para gripe,2022-09,AM,11,Influenza/gripe
remedio para gripe,2022-09,AM,5,Influenza/gripe
remedio pra gripe,2022-09,AM,4,Influenza/gripe
gripe,2022-10,AM,100,Influenza/gripe
remédio para gripe,2022-10,AM,12,Influenza/gripe
remedio para gripe,2022-10,AM,9,Influenza/gripe
remedio pra gripe,2022-10,AM,7,Influenza/gripe
remédio para gripe infantil,2022-10,AM,2,Influenza/gripe
gripe,2022-11,AM,100,Influenza/gripe
gripe,2022-12,AM,100,Influenza/gripe
remédio para gripe,2022-12,AM,12,Influenza/gripe
cha para gripe,2022-12,AM,3,Influenza/gripe
remédio para gripe infantil,2022-12,AM,2,Influenza/gripe
gripe,2023-01,AM,100,Influenza/gripe
gripe espanhola,2023-01,AM,5,Influenza/gripe
cha para gripe,2023-01,AM,3,Influenza/gripe
remedio pra gripe,2023-01,AM,3,Influenza/gripe
gripe,2023-02,AM,100,Influenza/gripe
influenza,2023-02,AM,7,Influenza/gripe
remedio para gripe,2023-02,AM,7,Influenza/gripe
remédio para gripe,2023-02,AM,6,Influenza/gripe
cha para gripe,2023-02,AM,5,Influenza/gripe
gripe espanhola,2023-02,AM,2,Influenza/gripe
remedio para gripe infantil,2023-02,AM,1,Influenza/gripe
remédio pra gripe,2023-02,AM,1,Influenza/gripe
gripe,2023-03,AM,100,Influenza/gripe
remédio para gripe,2023-03,AM,12,Influenza/gripe
influenza,2023-03,AM,12,Influenza/gripe
remedio para gripe,2023-03,AM,9,Influenza/gripe
gripe sintomas,2023-03,AM,5,Influenza/gripe
remédio para gripe infantil,2023-03,AM,5,Influenza/gripe
gripe espanhola,2023-03,AM,3,Influenza/gripe
gripe aviaria,2023-03,AM,2,Influenza/gripe
gripe,2023-04,AM,100,Influenza/gripe
influenza,2023-04,AM,16,Influenza/gripe
vacina influenza,2023-04,AM,10,Influenza/gripe
vacina da gripe,2023-04,AM,8,Influenza/gripe
vacina manaus,2023-04,AM,7,Influenza/gripe
vacina gripe manaus,2023-04,AM,5,Influenza/gripe
sintomas da gripe,2023-04,AM,3,Influenza/gripe
gripe espanhola,2023-04,AM,2,Influenza/gripe
vacina influenza 2023,2023-04,AM,2,Influenza/gripe
remedio para gripe infantil,2023-04,AM,2,Influenza/gripe
gripe,2023-05,AM,100,Influenza/gripe
influenza,2023-05,AM,17,Influenza/gripe
vacina da gripe,2023-05,AM,9,Influenza/gripe
vacina influenza,2023-05,AM,9,Influenza/gripe
remedio para gripe,2023-05,AM,8,Influenza/gripe
remédio para gripe,2023-05,AM,8,Influenza/gripe
vacina da influenza,2023-05,AM,5,Influenza/gripe
sintomas de gripe,2023-05,AM,4,Influenza/gripe
gripe aviaria,2023-05,AM,3,Influenza/gripe
vacina gripe manaus,2023-05,AM,3,Influenza/gripe
sintomas da gripe,2023-05,AM,2,Influenza/gripe
gripe espanhola,2023-05,AM,2,Influenza/gripe
remedio para gripe infantil,2023-05,AM,1,Influenza/gripe
ouvido entupido gripe,2023-05,AM,1,Influenza/gripe
gripe na gravidez,2023-05,AM,1,Influenza/gripe
gripe,2023-06,AM,100,Influenza/gripe
influenza,2023-06,AM,9,Influenza/gripe
remédio para gripe,2023-06,AM,9,Influenza/gripe
remedio para gripe,2023-06,AM,9,Influenza/gripe
sintomas de gripe,2023-06,AM,5,Influenza/gripe
sintomas da gripe,2023-06,AM,3,Influenza/gripe
cha para gripe,2023-06,AM,3,Influenza/gripe
gripe aviaria,2023-06,AM,2,Influenza/gripe
gripe espanhola,2023-06,AM,1,Influenza/gripe
remedio para gripe infantil,2023-06,AM,1,Influenza/gripe
gripe,2023-07,AM,100,Influenza/gripe
influenza,2023-07,AM,7,Influenza/gripe
cha para gripe,2023-07,AM,4,Influenza/gripe
gripe,2023-08,AM,100,Influenza/gripe
influenza,2023-08,AM,8,Influenza/gripe
cid gripe,2023-08,AM,6,Influenza/gripe
remedio para gripe,2023-08,AM,6,Influenza/gripe
gripe espanhola,2023-08,AM,3,Influenza/gripe
gripe,2023-09,AM,100,Influenza/gripe
gripe,2023-10,AM,100,Influenza/gripe
remedio para gripe,2023-10,AM,9,Influenza/gripe
gripe espanhola,2023-10,AM,3,Influenza/gripe
gripe,2023-11,AM,100,Influenza/gripe
influenza,2023-11,AM,24,Influenza/gripe
remedio para gripe,2023-11,AM,11,Influenza/gripe
gripe espanhola,2023-11,AM,2,Influenza/gripe
"",2023-12,AM,,Influenza/gripe
"",2024-01,AM,,Influenza/gripe
gripe,2024-02,AM,100,Influenza/gripe
gripe,2024-03,AM,100,Influenza/gripe
influenza,2024-03,AM,10,Influenza/gripe
remédio para gripe,2024-03,AM,8,Influenza/gripe
sintomas de gripe,2024-03,AM,7,Influenza/gripe
remedio pra gripe,2024-03,AM,5,Influenza/gripe
gripe,2024-04,AM,100,Influenza/gripe
influenza,2024-04,AM,14,Influenza/gripe
remedio para gripe,2024-04,AM,5,Influenza/gripe
influenza a,2024-04,AM,4,Influenza/gripe
gripe,2024-05,AM,100,Influenza/gripe
influenza,2024-05,AM,14,Influenza/gripe
influenza a,2024-05,AM,5,Influenza/gripe
remedio pra gripe,2024-05,AM,3,Influenza/gripe
gripe,2024-06,AM,100,Influenza/gripe
remédio para gripe,2024-06,AM,9,Influenza/gripe
benegripe,2024-06,AM,2,Influenza/gripe
gripe,2024-07,AM,100,Influenza/gripe
gripe,2024-08,AM,100,Influenza/gripe
influenza,2024-08,AM,9,Influenza/gripe
sintomas de gripe,2024-08,AM,7,Influenza/gripe
influenza,2024-09,AM,100,Influenza/gripe
remedio para gripe,2024-09,AM,31,Influenza/gripe
remedio pra gripe,2024-09,AM,4,Influenza/gripe
gripe,2024-10,AM,100,Influenza/gripe
"",2024-11,AM,,Influenza/gripe
"",2024-12,AM,,Influenza/gripe
gripe,2025-01,AM,100,Influenza/gripe
remedio para gripe,2025-01,AM,6,Influenza/gripe
remedio pra gripe,2025-01,AM,5,Influenza/gripe
gripe,2025-02,AM,100,Influenza/gripe
gripe,2025-03,AM,100,Influenza/gripe
remedio para gripe,2025-03,AM,10,Influenza/gripe
influenza,2025-03,AM,10,Influenza/gripe
remédio para gripe,2025-03,AM,6,Influenza/gripe
vacina influenza,2025-03,AM,4,Influenza/gripe
remédio pra gripe,2025-03,AM,3,Influenza/gripe
chá para gripe,2025-03,AM,3,Influenza/gripe
resfriado,2025-03,AM,3,Influenza/gripe
cid gripe,2025-03,AM,3,Influenza/gripe
remedio pra gripe,2025-03,AM,3,Influenza/gripe
sintomas de gripe,2025-03,AM,2,Influenza/gripe
sintomas da gripe,2025-03,AM,2,Influenza/gripe
ibuprofeno serve para gripe,2025-03,AM,2,Influenza/gripe
influenza b,2025-03,AM,2,Influenza/gripe
gripe espanhola,2025-03,AM,1,Influenza/gripe
remédio para gripe infantil,2025-03,AM,1,Influenza/gripe
injeção para gripe,2025-03,AM,1,Influenza/gripe
influenza sintomas,2025-03,AM,1,Influenza/gripe
cha pra gripe,2025-03,AM,0,Influenza/gripe
remedio para gripe infantil,2025-03,AM,0,Influenza/gripe
influenza b sintomas,2025-03,AM,0,Influenza/gripe
"",2020-01,AP,,Influenza/gripe
"",2020-02,AP,,Influenza/gripe
gripe,2020-03,AP,100,Influenza/gripe
gripe espanhola,2020-03,AP,20,Influenza/gripe
influenza,2020-03,AP,16,Influenza/gripe
gripe espanhola,2020-04,AP,100,Influenza/gripe
gripe espanhola,2020-05,AP,100,Influenza/gripe
vacina da gripe,2020-05,AP,51,Influenza/gripe
influenza,2020-05,AP,49,Influenza/gripe
sintomas da gripe,2020-05,AP,28,Influenza/gripe
gripe espanhola,2020-06,AP,100,Influenza/gripe
"",2020-07,AP,,Influenza/gripe
gripe espanhola,2020-08,AP,100,Influenza/gripe
"",2020-09,AP,,Influenza/gripe
"",2020-10,AP,,Influenza/gripe
"",2020-11,AP,,Influenza/gripe
"",2020-12,AP,,Influenza/gripe
gripe espanhola,2021-01,AP,100,Influenza/gripe
"",2021-02,AP,,Influenza/gripe
gripe espanhola,2021-03,AP,100,Influenza/gripe
gripe espanhola,2021-04,AP,100,Influenza/gripe
"",2021-05,AP,,Influenza/gripe
"",2021-06,AP,,Influenza/gripe
"",2021-07,AP,,Influenza/gripe
"",2021-08,AP,,Influenza/gripe
"",2021-09,AP,,Influenza/gripe
"",2021-10,AP,,Influenza/gripe
gripe,2021-11,AP,100,Influenza/gripe
gripe,2021-12,AP,100,Influenza/gripe
gripe nova,2021-12,AP,14,Influenza/gripe
gripe h3n2,2021-12,AP,12,Influenza/gripe
sintomas da nova gripe,2021-12,AP,7,Influenza/gripe
surto de gripe,2021-12,AP,3,Influenza/gripe
gripe,2022-01,AP,100,Influenza/gripe
influenza,2022-01,AP,16,Influenza/gripe
gripe h3n2,2022-01,AP,14,Influenza/gripe
gripe h3n2 sintomas,2022-01,AP,7,Influenza/gripe
sintomas da nova gripe,2022-01,AP,6,Influenza/gripe
sintomas omicron,2022-01,AP,3,Influenza/gripe
sintomas da gripe h3n2,2022-01,AP,2,Influenza/gripe
remedio caseiro para gripe,2022-01,AP,2,Influenza/gripe
sintomas do covid,2022-01,AP,1,Influenza/gripe
"",2022-02,AP,,Influenza/gripe
"",2022-03,AP,,Influenza/gripe
gripe,2022-04,AP,100,Influenza/gripe
"",2022-05,AP,,Influenza/gripe
"",2022-06,AP,,Influenza/gripe
"",2022-07,AP,,Influenza/gripe
"",2022-08,AP,,Influenza/gripe
"",2022-09,AP,,Influenza/gripe
"",2022-10,AP,,Influenza/gripe
"",2022-11,AP,,Influenza/gripe
"",2022-12,AP,,Influenza/gripe
"",2023-01,AP,,Influenza/gripe
"",2023-02,AP,,Influenza/gripe
gripe,2023-03,AP,100,Influenza/gripe
gripe,2023-04,AP,100,Influenza/gripe
influenza,2023-05,AP,100,Influenza/gripe
remedio para gripe,2023-05,AP,25,Influenza/gripe
surto de gripe,2023-05,AP,20,Influenza/gripe
gripe aviaria,2023-05,AP,12,Influenza/gripe
"",2023-06,AP,,Influenza/gripe
"",2023-07,AP,,Influenza/gripe
"",2023-08,AP,,Influenza/gripe
"",2023-09,AP,,Influenza/gripe
"",2023-10,AP,,Influenza/gripe
"",2023-11,AP,,Influenza/gripe
"",2023-12,AP,,Influenza/gripe
"",2024-01,AP,,Influenza/gripe
"",2024-02,AP,,Influenza/gripe
"",2024-03,AP,,Influenza/gripe
"",2024-04,AP,,Influenza/gripe
gripe,2024-05,AP,100,Influenza/gripe
influenza,2024-05,AP,12,Influenza/gripe
"",2024-06,AP,,Influenza/gripe
"",2024-07,AP,,Influenza/gripe
"",2024-08,AP,,Influenza/gripe
"",2024-09,AP,,Influenza/gripe
"",2024-10,AP,,Influenza/gripe
"",2024-11,AP,,Influenza/gripe
"",2024-12,AP,,Influenza/gripe
"",2025-01,AP,,Influenza/gripe
"",2025-02,AP,,Influenza/gripe
gripe,2025-03,AP,100,Influenza/gripe
gripe aviaria,2025-03,AP,6,Influenza/gripe
sivep gripe.saude.gov.br/sivepgripe,2025-03,AP,1,Influenza/gripe
gripe,2020-01,BA,100,Influenza/gripe
remedio para gripe,2020-01,BA,9,Influenza/gripe
chá para gripe,2020-01,BA,8,Influenza/gripe
gripe sintomas,2020-01,BA,8,Influenza/gripe
remédio para gripe,2020-01,BA,6,Influenza/gripe
remedio caseiro para gripe,2020-01,BA,5,Influenza/gripe
cha para gripe,2020-01,BA,5,Influenza/gripe
sintomas da gripe,2020-01,BA,3,Influenza/gripe
remédio caseiro para gripe,2020-01,BA,2,Influenza/gripe
gripe espanhola,2020-01,BA,2,Influenza/gripe
remedios para gripe,2020-01,BA,1,Influenza/gripe
gripe na gravidez,2020-01,BA,1,Influenza/gripe
diferença entre gripe e resfriado,2020-01,BA,1,Influenza/gripe
melhor remedio para gripe,2020-01,BA,1,Influenza/gripe
sintomas de gripe forte,2020-01,BA,0,Influenza/gripe
gripe,2020-02,BA,100,Influenza/gripe
gripe sintomas,2020-02,BA,8,Influenza/gripe
remedio para gripe,2020-02,BA,8,Influenza/gripe
chá para gripe,2020-02,BA,8,Influenza/gripe
remédio para gripe,2020-02,BA,5,Influenza/gripe
influenza,2020-02,BA,5,Influenza/gripe
sintomas de gripe,2020-02,BA,4,Influenza/gripe
cha para gripe,2020-02,BA,3,Influenza/gripe
gripe espanhola,2020-02,BA,3,Influenza/gripe
gripe e resfriado,2020-02,BA,3,Influenza/gripe
sintomas da gripe,2020-02,BA,3,Influenza/gripe
xarope para gripe,2020-02,BA,3,Influenza/gripe
gripe na gravidez,2020-02,BA,2,Influenza/gripe
remédio caseiro para gripe,2020-02,BA,2,Influenza/gripe
o que é bom pra gripe,2020-02,BA,1,Influenza/gripe
remedio para gripe caseiro,2020-02,BA,1,Influenza/gripe
chá para gripe caseiro,2020-02,BA,1,Influenza/gripe
influenza a,2020-02,BA,1,Influenza/gripe
remédio pra gripe,2020-02,BA,1,Influenza/gripe
cha caseiro para gripe,2020-02,BA,1,Influenza/gripe
xarope caseiro para gripe,2020-02,BA,1,Influenza/gripe
sintomas da dengue,2020-02,BA,0,Influenza/gripe
gripe,2020-03,BA,100,Influenza/gripe
vacina,2020-03,BA,18,Influenza/gripe
a gripe,2020-03,BA,17,Influenza/gripe
gripe espanhola,2020-03,BA,15,Influenza/gripe
vacina gripe,2020-03,BA,15,Influenza/gripe
influenza,2020-03,BA,11,Influenza/gripe
vacina da gripe,2020-03,BA,9,Influenza/gripe
gripe sintomas,2020-03,BA,8,Influenza/gripe
h1n1,2020-03,BA,6,Influenza/gripe
vacina de gripe,2020-03,BA,5,Influenza/gripe
gripe h1n1,2020-03,BA,4,Influenza/gripe
sintomas de gripe,2020-03,BA,3,Influenza/gripe
vacina influenza,2020-03,BA,3,Influenza/gripe
vacina gripe salvador,2020-03,BA,3,Influenza/gripe
a gripe espanhola,2020-03,BA,3,Influenza/gripe
chá para gripe,2020-03,BA,3,Influenza/gripe
vacina gripe 2020,2020-03,BA,3,Influenza/gripe
vacina contra gripe,2020-03,BA,3,Influenza/gripe
sintomas da gripe,2020-03,BA,3,Influenza/gripe
remedio para gripe,2020-03,BA,2,Influenza/gripe
resfriado,2020-03,BA,2,Influenza/gripe
remédio para gripe,2020-03,BA,2,Influenza/gripe
virus da gripe,2020-03,BA,2,Influenza/gripe
gripe suina,2020-03,BA,2,Influenza/gripe
influenza a,2020-03,BA,2,Influenza/gripe
gripe,2020-04,BA,100,Influenza/gripe
gripe espanhola,2020-04,BA,28,Influenza/gripe
vacina gripe,2020-04,BA,21,Influenza/gripe
vacina da gripe,2020-04,BA,13,Influenza/gripe
influenza,2020-04,BA,11,Influenza/gripe
a gripe espanhola,2020-04,BA,9,Influenza/gripe
gripe sintomas,2020-04,BA,6,Influenza/gripe
vacinação gripe,2020-04,BA,5,Influenza/gripe
h1n1,2020-04,BA,5,Influenza/gripe
influenza vacina,2020-04,BA,5,Influenza/gripe
vacina gripe salvador,2020-04,BA,4,Influenza/gripe
gripe h1n1,2020-04,BA,4,Influenza/gripe
sintomas de gripe,2020-04,BA,3,Influenza/gripe
peste negra,2020-04,BA,3,Influenza/gripe
vacina contra gripe,2020-04,BA,3,Influenza/gripe
vacina gripe 2020,2020-04,BA,3,Influenza/gripe
sintomas da gripe,2020-04,BA,3,Influenza/gripe
remedio para gripe,2020-04,BA,2,Influenza/gripe
vacina da gripe salvador,2020-04,BA,2,Influenza/gripe
chá para gripe,2020-04,BA,2,Influenza/gripe
gripe espanhola no brasil,2020-04,BA,2,Influenza/gripe
vacinação gripe 2020,2020-04,BA,2,Influenza/gripe
vacina da gripe 2020,2020-04,BA,2,Influenza/gripe
gripe espanhola 1918,2020-04,BA,2,Influenza/gripe
remédio para gripe,2020-04,BA,2,Influenza/gripe
gripe,2020-05,BA,100,Influenza/gripe
gripe espanhola,2020-05,BA,29,Influenza/gripe
vacina gripe,2020-05,BA,24,Influenza/gripe
vacina da gripe,2020-05,BA,17,Influenza/gripe
gripe sintomas,2020-05,BA,10,Influenza/gripe
a gripe espanhola,2020-05,BA,9,Influenza/gripe
influenza,2020-05,BA,9,Influenza/gripe
sintomas de gripe,2020-05,BA,6,Influenza/gripe
sintomas da gripe,2020-05,BA,4,Influenza/gripe
vacina influenza,2020-05,BA,4,Influenza/gripe
h1n1,2020-05,BA,3,Influenza/gripe
vacina gripe salvador,2020-05,BA,3,Influenza/gripe
pandemia,2020-05,BA,3,Influenza/gripe
chá para gripe,2020-05,BA,3,Influenza/gripe
mortes gripe espanhola,2020-05,BA,3,Influenza/gripe
